No,xyear,xmonth,xday,xhour,price,mileage
0,2020,2,9,11,390,103893
1,2020,2,25,9,350,103893
2,2020,2,13,6,380,110871
3,2020,2,5,7,380,110871
4,2020,2,19,16,350,103893
5,2020,2,10,17,380,110871
6,2020,2,6,8,390,103893
7,2020,2,8,20,380,110871
8,2020,2,21,21,350,103893
9,2020,2,24,22,350,103893
10,2020,2,6,16,380,110871
11,2020,2,20,14,380,110871
12,2020,2,14,3,380,110871
13,2020,2,3,7,380,110871
14,2020,2,20,22,350,103893
15,2020,2,13,22,390,103893
16,2020,2,12,11,390,103893
17,2020,2,21,13,380,110871
18,2020,2,12,18,380,110871
19,2020,2,7,15,380,110871
20,2020,2,8,6,390,103893
21,2020,2,4,23,380,110871
22,2020,2,19,23,380,110871
23,2020,2,23,16,380,110871
24,2020,2,18,10,350,103893
25,2020,2,7,21,390,103893
26,2020,2,10,15,390,103893
27,2020,2,2,19,390,103893
28,2020,2,22,12,380,110871
29,2020,2,14,8,390,103893
30,2020,2,17,20,350,103893
31,2020,2,22,15,350,103893
32,2020,2,9,7,380,110871
33,2020,2,18,5,380,110871
34,2020,2,25,8,380,110871
35,2020,2,4,6,390,103893
36,2020,2,5,11,390,103893
37,2020,2,24,8,380,110871
38,2020,2,23,14,350,103893
39,2020,2,3,1,390,103893
40,2020,2,17,13,380,110871
41,2020,3,25,11,300,159802
42,2020,4,3,13,300,159802
