No,xyear,xmonth,xday,xhour,price,mileage
0,2020,2,10,17,12500,35000
1,2020,2,4,15,13500,28200
2,2020,2,12,20,13500,28200
3,2020,2,7,6,12500,35000
4,2020,2,4,11,12500,35000
5,2020,2,12,4,12500,35000
6,2020,2,18,9,12300,35000
7,2020,2,8,6,13500,28200
8,2020,2,2,15,12500,35000
9,2020,2,9,16,12500,35000
10,2020,2,24,4,12300,35000
11,2020,2,22,16,12300,35000
12,2020,2,6,17,12500,35000
13,2020,2,3,2,13500,28200
14,2020,2,10,1,13500,28200
15,2020,2,20,18,12300,35000
16,2020,2,24,3,13500,28200
17,2020,2,13,12,13500,28200
18,2020,2,17,14,13500,28200
19,2020,2,5,16,13500,28200
20,2020,2,6,7,13500,28200
21,2020,2,14,4,12500,35000
22,2020,2,21,4,13500,28200
23,2020,2,13,14,12500,35000
24,2020,2,8,4,12500,35000
25,2020,2,14,4,13500,28200
26,2020,5,6,8,12100,35000
27,2020,2,2,15,13500,28200
28,2020,2,25,7,12300,35000
29,2020,4,2,5,12300,35000
30,2020,2,3,10,12500,35000
31,2020,2,19,21,12300,35000
32,2020,2,7,5,13500,28200
33,2020,2,5,15,12500,35000
34,2020,2,19,20,13500,28200
35,2020,2,23,21,12300,35000
36,2020,2,21,2,12300,35000
37,2020,4,9,10,12300,35000
38,2020,3,25,11,12300,35000
39,2020,2,18,7,13500,28200
40,2020,2,22,21,13500,28200
41,2020,2,25,2,13500,28200
42,2020,2,9,8,13500,28200
43,2020,2,20,7,13500,28200
44,2020,2,17,14,12300,35000
